"Survived" "Pclass" "Sex" "Age" "SibSp" "Parch" "Fare" "Embarked" "C1_Label" "C2_Label" "C3_Label"
"835" 0 3 "male" 21 0 0 8.6625 "S" 0 0 0
"836" 0 3 "male" 29.6991176470588 0 0 8.05 "S" 0 0 0
"837" 1 3 "male" 32 0 0 56.4958 "S" 0 0 0
"838" 1 1 "male" 29.6991176470588 0 0 29.7 "C" 0 1 1
"839" 0 3 "male" 20 0 0 7.925 "S" 0 0 0
"840" 0 2 "male" 16 0 0 10.5 "S" 0 0 0
"841" 1 1 "female" 30 0 0 31 "C" 1 1 1
"842" 0 3 "male" 34.5 0 0 6.4375 "C" 0 0 0
"843" 0 3 "male" 17 0 0 8.6625 "S" 0 0 0
"844" 0 3 "male" 42 0 0 7.55 "S" 0 0 0
"845" 0 3 "male" 29.6991176470588 8 2 69.55 "S" 0 0 0
"846" 0 3 "male" 35 0 0 7.8958 "C" 0 0 0
"847" 0 2 "male" 28 0 1 33 "S" 0 0 0
"848" 1 1 "female" 29.6991176470588 1 0 89.1042 "C" 1 1 1
"849" 0 3 "male" 4 4 2 31.275 "S" 0 0 0
"850" 0 3 "male" 74 0 0 7.775 "S" 0 0 0
"851" 0 3 "female" 9 1 1 15.2458 "C" 1 1 1
"852" 1 1 "female" 16 0 1 39.4 "S" 1 1 1
"853" 0 2 "female" 44 1 0 26 "S" 1 1 1
"854" 1 3 "female" 18 0 1 9.35 "S" 1 1 1
"855" 1 1 "female" 45 1 1 164.8667 "S" 1 1 1
"856" 1 1 "male" 51 0 0 26.55 "S" 0 0 0
"857" 1 3 "female" 24 0 3 19.2583 "C" 1 1 1
"858" 0 3 "male" 29.6991176470588 0 0 7.2292 "C" 0 0 0
"859" 0 3 "male" 41 2 0 14.1083 "S" 0 0 0
"860" 0 2 "male" 21 1 0 11.5 "S" 0 0 0
"861" 1 1 "female" 48 0 0 25.9292 "S" 1 1 1
"862" 0 3 "female" 29.6991176470588 8 2 69.55 "S" 0 0 0
"863" 0 2 "male" 24 0 0 13 "S" 0 0 0
"864" 1 2 "female" 42 0 0 13 "S" 1 1 1
"865" 1 2 "female" 27 1 0 13.8583 "C" 1 1 1
"866" 0 1 "male" 31 0 0 50.4958 "S" 0 0 1
"867" 0 3 "male" 29.6991176470588 0 0 9.5 "S" 0 0 0
"868" 1 3 "male" 4 1 1 11.1333 "S" 0 0 0
"869" 0 3 "male" 26 0 0 7.8958 "S" 0 0 0
"870" 1 1 "female" 47 1 1 52.5542 "S" 1 1 1
"871" 0 1 "male" 33 0 0 5 "S" 0 0 0
"872" 0 3 "male" 47 0 0 9 "S" 0 0 0
"873" 1 2 "female" 28 1 0 24 "C" 1 1 1
"874" 1 3 "female" 15 0 0 7.225 "C" 1 1 1
"875" 0 3 "male" 20 0 0 9.8458 "S" 0 0 0
"876" 0 3 "male" 19 0 0 7.8958 "S" 0 0 0
"877" 0 3 "male" 29.6991176470588 0 0 7.8958 "S" 0 0 0
"878" 1 1 "female" 56 0 1 83.1583 "C" 1 1 1
"879" 1 2 "female" 25 0 1 26 "S" 1 1 1
"880" 0 3 "male" 33 0 0 7.8958 "S" 0 0 0
"881" 0 3 "female" 22 0 0 10.5167 "S" 1 1 1
"882" 0 2 "male" 28 0 0 10.5 "S" 0 0 0
"883" 0 3 "male" 25 0 0 7.05 "S" 0 0 0
"884" 0 3 "female" 39 0 5 29.125 "Q" 1 1 0
"885" 0 2 "male" 27 0 0 13 "S" 0 0 0
"886" 1 1 "female" 19 0 0 30 "S" 1 1 1
"887" 0 3 "female" 29.6991176470588 1 2 23.45 "S" 1 1 0
"888" 1 1 "male" 26 0 0 30 "C" 0 1 1
"889" 0 3 "male" 32 0 0 7.75 "Q" 0 0 0
